catu,grav,sexe,trajet,Age,catr,circ,vosp,prof,plan,surf,infra,situ,vma,mois,lum,dep,agg,int,atm,col
Passager,Blessé_leger,0,Promenade – loisirs,28,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,12,Nuit avec eclairage public allum,93,En_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,33,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,12,Nuit avec eclairage public allum,93,En_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,64,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Carrefour aménagé,Sur chaussée,50,12,Aube,93,En_agglomeration,Intersection en X,Normale,Deux véhicules frontale
Conducteur,Blessé_leger,0,Promenade – loisirs,25,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,12,Nuit sans eclairage public,93,En_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Blessé_leger,0,Promenade – loisirs,18,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,12,Nuit avec eclairage public allum,92,En_agglomeration,Intersection en X,Temps éblouissant,Deux véhicules par le coté
Conducteur,Indemne,0,Promenade – loisirs,20,Voie comunales,A sens unique,Sans objet,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,12,Nuit avec eclairage public allum,92,En_agglomeration,Hors intersection,Pluie légère,Autre collision
Passager,Indemne,1,Promenade – loisirs,20,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,12,Plein_jour,92,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Autre,62,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,12,Plein_jour,92,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules par le coté
Passager,Blessé_leger,0,Autre,63,Route departementale,A sens unique,Sans objet,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,12,Plein_jour,92,En_agglomeration,Intersection en T,Pluie légère,Deux véhicules par l’arrière
Conducteur,Indemne,0,Autre,70,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,zonne pietonne,Sur chaussée,50,12,Nuit avec eclairage public allum,92,En_agglomeration,Autre intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Indemne,1,Promenade – loisirs,70,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,12,Nuit sans eclairage public,92,En_agglomeration,Hors intersection,Normale,Autre collision
Passager,Blessé_leger,0,Autre,16,Route nationale,A sens unique,Sans objet,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,90,12,Aube,91,Hors_agglomeration,Hors intersection,Pluie légère,Trois véhicules et plus collisions multiples
Conducteur,Indemne,0,Autre,54,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,110,12,Plein_jour,94,Hors_agglomeration,Autre intersection,Pluie légère,Deux véhicules par le coté
Conducteur,Indemne,1,Promenade – loisirs,45,Route nationale,A sens unique,Sans objet,Pante,En courbe à droite,Mouillée,Aucun,Sur accotement,30,12,Nuit sans eclairage public,91,Hors_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Indemne,1,Promenade – loisirs,83,Route nationale,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Autres,Sur chaussée,90,12,Nuit sans eclairage public,91,Hors_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Blessé_leger,1,Autre,17,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,12,Plein_jour,93,Hors_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Indemne,1,Autre,30,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,110,12,Nuit sans eclairage public,95,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Autre,16,Autoroute,A chaussées séparées,Sans objet,Plat,En courbe à droite,Normale,Aucun,Sur chaussée,90,12,Plein_jour,95,Hors_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Blessé_leger,0,Autre,55,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Souterrain tunnel,Sur chaussée,90,12,Plein_jour,94,Hors_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Indemne,1,Autre,34,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,12,Plein_jour,94,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,0,Autre,64,Route nationale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,110,12,Plein_jour,77,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Promenade – loisirs,64,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,10,Nuit avec eclairage public allum,92,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Autre,41,Voie comunales,Bidirectionnelle,Sans objet,Plat,En Courbe à gauche,Mouillée,Carrefour aménagé,Sur accotement,50,12,Plein_jour,91,En_agglomeration,Autre intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Promenade – loisirs,38,Route departementale,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,12,Nuit avec eclairage public allum,91,En_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,75,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,12,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Promenade – loisirs,81,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,12,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en T,Pluie légère,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,1,Promenade – loisirs,23,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,12,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Autre collision
Passager,Indemne,1,Utilisation professionnelle,27,Route departementale,Avec voies d’affectation variable,Sans objet,Plat,En Courbe à gauche,Mouillée,Carrefour aménagé,Sur chaussée,30,12,Plein_jour,94,En_agglomeration,Autre intersection,Pluie légère,Sans collision
Passager,Indemne,1,Utilisation professionnelle,24,Route departementale,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Mouillée,zonne pietonne,Sur chaussée,20,12,Nuit avec eclairage public allum,94,En_agglomeration,Autre intersection,Pluie légère,Deux véhicules par le coté
Conducteur,Indemne,0,Autre,43,Route departementale,A sens unique,Sans objet,Sommet de cote,En courbe à droite,Mouillée,Autres,Sur chaussée,50,12,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,39,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,12,Nuit avec eclairage public allum,93,En_agglomeration,Autre intersection,Temps couvert,Deux véhicules par le coté
Conducteur,Blessé_leger,0,Promenade – loisirs,26,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,12,Plein_jour,92,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Passager,Blessé_leger,0,Promenade – loisirs,30,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,12,Nuit avec eclairage public allum,92,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Autre,29,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,12,Plein_jour,92,En_agglomeration,Intersection en X,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,1,Promenade – loisirs,64,Route departementale,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,12,Plein_jour,92,En_agglomeration,Autre intersection,Pluie légère,Trois véhicules et plus en chaîne
Conducteur,Indemne,1,Promenade – loisirs,18,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,12,Nuit sans eclairage public,77,Hors_agglomeration,Hors intersection,Normale,Deux véhicules frontale
Conducteur,Blessé_leger,1,Utilisation professionnelle,40,Route nationale,A sens unique,Sans objet,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,90,12,Plein_jour,91,Hors_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Indemne,0,Promenade – loisirs,52,Autoroute,A chaussées séparées,Sans objet,Pante,En courbe à droite,Mouillée,Aucun,Sur chaussée,70,12,Plein_jour,78,Hors_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Indemne,1,Utilisation professionnelle,42,Autoroute,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,zonne pietonne,Sur chaussée,70,12,Nuit avec eclairage public allum,92,Hors_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Indemne,1,Utilisation professionnelle,39,Autoroute,A sens unique,Sans objet,Plat,En Courbe à gauche,Mouillée,Aucun,Sur chaussée,90,12,Nuit sans eclairage public,92,Hors_agglomeration,Hors intersection,Pluie légère,Autre collision
Pieton,Deceder,1,Autre,45,Autoroute,A sens unique,Sans objet,Plat,En courbe à droite,Mouillée,Souterrain tunnel,Sur chaussée,70,12,Nuit avec eclairage public allum,92,Hors_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Indemne,1,Utilisation professionnelle,41,Autoroute,A sens unique,Sans objet,Sommet de cote,En courbe à droite,Mouillée,Aucun,Sur chaussée,50,12,Nuit avec eclairage public allum,92,En_agglomeration,Hors intersection,Pluie légère,Autre collision
Pieton,Deceder,1,Promenade – loisirs,79,Route nationale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur accotement,70,12,Plein_jour,95,Hors_agglomeration,Hors intersection,Pluie légère,Sans collision
Conducteur,Indemne,1,Utilisation professionnelle,33,Autoroute,A sens unique,Sans objet,Pante,En Courbe à gauche,Mouillée,Aucun,Sur chaussée,50,12,Plein_jour,93,Hors_agglomeration,Hors intersection,Normale,Sans collision
Pieton,Blessé_leger,1,Domicile – travail,54,Route nationale,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,110,12,Plein_jour,77,Hors_agglomeration,Hors intersection,Normale,Trois véhicules et plus en chaîne
Conducteur,Blessé_leger,1,Domicile – travail,27,Route nationale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,90,12,Nuit sans eclairage public,77,Hors_agglomeration,Hors intersection,Pluie légère,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Utilisation professionnelle,27,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,12,Plein_jour,75,En_agglomeration,Intersection en Y,Pluie légère,Autre collision
Conducteur,Indemne,1,Utilisation professionnelle,33,Voie comunales,Bidirectionnelle,Piste cyclable,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,12,Nuit sans eclairage public,75,En_agglomeration,Intersection en Y,Pluie légère,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Promenade – loisirs,41,Voie comunales,A sens unique,Sans objet,Plat,En Courbe à gauche,Mouillée,Aucun,Sur chaussée,30,12,Nuit avec eclairage public allum,75,En_agglomeration,Autre intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Indemne,0,Domicile – travail,28,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,12,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en X,Normale,Autre collision
Pieton,Blessé_leger,0,Domicile – travail,21,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,12,Plein_jour,75,En_agglomeration,Intersection en T,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Domicile – travail,26,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,12,Nuit avec eclairage public allum,93,En_agglomeration,Intersection en T,Normale,Deux véhicules par l’arrière
Conducteur,Deceder,1,Promenade – loisirs,45,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,12,Nuit avec eclairage public allum,92,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Promenade – loisirs,27,Autoroute,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Souterrain tunnel,Sur chaussée,70,12,Nuit avec eclairage public allum,94,Hors_agglomeration,Hors intersection,Pluie légère,Trois véhicules et plus en chaîne
Conducteur,Blessé_leger,1,Domicile – travail,41,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,70,12,Plein_jour,91,Hors_agglomeration,Hors intersection,Temps couvert,Trois véhicules et plus en chaîne
Conducteur,Indemne,1,Autre,57,Route nationale,A chaussées séparées,Sans objet,Pante,En courbe à droite,Mouillée,Aucun,Sur chaussée,30,12,Plein_jour,91,Hors_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Blessé_leger,1,Promenade – loisirs,19,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,110,12,Nuit sans eclairage public,93,Hors_agglomeration,Hors intersection,Pluie légère,Deux véhicules par le coté
Pieton,Blessé_leger,1,Promenade – loisirs,19,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,zonne pietonne,Sur chaussée,90,12,Plein_jour,92,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,0,Promenade – loisirs,73,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur piste cyclable,50,12,Nuit avec eclairage public allum,91,En_agglomeration,Autre intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,1,Promenade – loisirs,43,Voie comunales,A sens unique,Sans objet,Plat,En courbe à droite,Mouillée,Aucun,Sur chaussée,50,12,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en Y,Temps couvert,Deux véhicules par l’arrière
Conducteur,Indemne,1,Promenade – loisirs,62,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,12,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en X,Temps couvert,Deux véhicules par l’arrière
Conducteur,Blessé_hospitalisé,1,Domicile – travail,26,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,12,Plein_jour,94,En_agglomeration,Hors intersection,Temps couvert,Deux véhicules par le coté
Pieton,Blessé_hospitalisé,0,Promenade – loisirs,73,Autoroute,A sens unique,Sans objet,Pante,En Courbe à gauche,Mouillée,Aucun,Sur chaussée,70,12,Plein_jour,91,Hors_agglomeration,Hors intersection,Pluie légère,Sans collision
Conducteur,Indemne,1,Promenade – loisirs,33,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur accotement,110,12,Nuit sans eclairage public,92,Hors_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Indemne,1,Autre,54,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Souterrain tunnel,Sur chaussée,90,12,Aube,93,Hors_agglomeration,Hors intersection,Pluie légère,Deux véhicules frontale
Conducteur,Indemne,1,Promenade – loisirs,40,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,70,12,Plein_jour,95,Hors_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Passager,Indemne,0,Promenade – loisirs,30,Autoroute,A sens unique,Sans objet,Plat,En courbe à droite,Normale,zonne pietonne,Sur chaussée,50,12,Plein_jour,95,Hors_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Blessé_leger,1,Promenade – loisirs,26,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,90,12,Plein_jour,93,Hors_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Blessé_leger,1,Promenade – loisirs,33,Autoroute,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Souterrain tunnel,Sur chaussée,70,12,Nuit avec eclairage public allum,94,Hors_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,19,Autoroute,A sens unique,Sans objet,Plat,En courbe à droite,Mouillée,Aucun,Sur chaussée,90,12,Nuit sans eclairage public,94,Hors_agglomeration,Hors intersection,Pluie légère,Autre collision
Passager,Blessé_leger,0,Promenade – loisirs,20,Route nationale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,12,Plein_jour,94,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
